Name,City,IATA Code,Destination Count,Latitude,Longitude
Lopez Island Airport,Lopez,LPS,1,48.4838981628418,-122.93800354003906
Monte Dourado Airport,Almeirim,MEU,3,-0.8898389999999999,-52.6022
Zaporizhzhia International Airport,Zaporozhye,OZH,2,47.86700057983398,35.31570053100586
Uzhhorod International Airport,Uzhgorod,UDJ,1,48.6343002319336,22.263399124145508
Antsirabato Airport,Antalaha,ANM,3,-14.99940013885498,50.3202018737793
Arrachart Airport,Antsiranana,DIE,5,-12.34939956665039,49.29169845581055
Tôlanaro Airport,Tolagnaro,FTU,2,-25.03809928894043,46.95610046386719
Amborovy Airport,Mahajanga,MJN,3,-15.6668417421,46.351232528699995
Morondava Airport,Morondava,MOQ,2,-20.28470039367676,44.31760025024414
Fascene Airport,Nosy-be,NOS,4,-13.3121004105,48.3148002625
Sainte Marie Airport,Sainte Marie,SMS,3,-17.093900680541992,49.81579971313477
Sambava Airport,Sambava,SVB,3,-14.278599739074707,50.17470169067383
Toliara Airport,Toliara,TLE,3,-23.383399963378906,43.72850036621094
Toamasina Airport,Toamasina,TMM,7,-18.109500885009766,49.39250183105469
Maroantsetra Airport,Maroantsetra,WMN,4,-15.436699867248535,49.68830108642578
Mananara Nord Airport,Mananara,WMR,1,-16.16390037536621,49.77379989624024
Mallam Aminu International Airport,Kano,KAN,7,12.0476,8.52462
Bario Airport,Bario,BBN,2,3.7338900566101074,115.47899627685548
Bakalalan Airport,Bakalalan,BKM,1,3.973999977111816,115.61799621582031
Kudat Airport,Kudat,KUD,2,6.922500133514403,116.83599853515624
Lahad Datu Airport,Lahad Datu,LDU,1,5.032249927520752,118.3239974975586
Long Lellang Airport,Long Datih,LGL,2,3.42100000381,115.153999329
Long Akah Airport,Long Akah,LKH,2,3.2999999523162837,114.78299713134766
Limbang Airport,Limbang,LMN,1,4.808300018310547,115.01000213623048
Lawas Airport,Lawas,LWY,3,4.84917,115.407997
Mukah Airport,Mukah,MKM,2,2.90639,112.08000200000001
Marudi Airport,Marudi,MUR,6,4.1789798736572275,114.3290023803711
Long Seridan Airport,Long Seridan,ODN,2,3.9670000076293945,115.0500030517578
Presidente Nicolau Lobato International Airport,Dili,DIL,4,-8.54640007019,125.52600097700001
Sir Charles Gaetan Duval Airport,Rodriguez Island,RRG,1,-19.7577,63.361000000000004
Ben Schoeman Airport,East London,ELS,5,-33.0355987549,27.825899124099998
Gillam Airport,Gillam,YGX,2,56.35749816894531,-94.71060180664062
Bayankhongor Airport,Bayankhongor,BYN,2,46.16329956054688,100.7040023803711
Khovd Airport,Khovd,HVD,1,47.9541015625,91.6281967163086
Altai Airport,Altai,LTI,1,46.37639999389648,96.22109985351562
Donoi Airport,Uliastai,ULZ,1,47.7093,96.5258
Abu Simbel Airport,Abu Simbel,ABS,1,22.3759994507,31.611700058
Golmud Airport,Golmud,GOQ,2,36.4006,94.786102
Kangding Airport,Kangding,KGT,1,30.1575,101.73472199999999
Ngari Gunsa Airport,Shiquanhe,NGQ,2,32.1,80.05305555560001
Naypyidaw Airport,Naypyidaw,NYT,2,19.623501,96.20099599999999
Yushu Batang Airport,Yushu,YUS,2,32.836388888900004,97.03638888889999
Zhangjiakou Ningyuan Airport,Zhangjiakou,ZQZ,2,40.7386016846,114.930000305
Hana Airport,Hana,HNM,1,20.79560089111328,-156.01400756835938
Kapalua Airport,Lahania-kapalua,JHM,2,20.962900161743164,-156.67300415039062
Waimea Kohala Airport,Kamuela,MUE,1,20.001300811767575,-155.66799926757812
La Isabela International Airport,La Isabela,JBQ,3,18.57250022888184,-69.98560333251953
Aneityum Airport,Anelghowhat,AUY,1,-20.2492008209,169.770996094
Aniwa Airport,Aniwa,AWD,2,-19.2346,169.6009
Craig Cove Airport,Craig Cove,CCV,3,-16.264999,167.923996
Dillon's Bay Airport,Dillon's Bay,DLY,2,-18.769399642899998,169.00100708
Siwo Airport,Sangafa,EAE,1,-17.0902996063,168.343002319
Futuna Airport,Futuna Island,FTA,2,-19.516399383499998,170.23199462899998
Ipota Airport,Ipota,IPA,3,-18.856389,169.283333
Lamen Bay Airport,Lamen Bay,LNB,2,-16.584199905400002,168.15899658200001
Lonorore Airport,Lonorore,LNE,3,-15.8655996323,168.17199707
Longana Airport,Longana,LOD,2,-15.3066997528,167.966995239
Lamap Airport,Lamap,LPM,2,-16.461122800000002,167.829253
Mota Lava Airport,Ablow,MTV,3,-13.666000366199999,167.712005615
Maewo-Naone Airport,Maewo Island,MWF,1,-15.0,168.082992554
La Tontouta International Airport,Noumea,NOU,13,-22.01460075378418,166.21299743652344
Norsup Airport,Norsup,NUS,5,-16.0797,167.401001
Tavie Airport,Paama Island,PBJ,2,-16.438999176,168.257003784
Sola Airport,Sola,SLH,3,-13.851699829100001,167.537002563
Santo Pekoa International Airport,Santo,SON,11,-15.505000114399998,167.220001221
Sara Airport,Pentecost Island,SSR,1,-15.4708003998,168.15199279799998
Southwest Bay Airport,Malekula Island,SWJ,2,-16.4864,167.4472
Tanna Airport,Tanna,TAH,5,-19.45509910583496,169.2239990234375
Tongoa Airport,Tongoa Island,TGH,1,-16.8910999298,168.55099487299998
Torres Airstrip,Loh/Linua,TOH,3,-13.328000068699998,166.638000488
Uléi Airport,Ambryn Island,ULB,3,-16.3297,168.3011
Valesdir Airport,Valesdir,VLS,1,-16.796100616500002,168.177001953
Walaha Airport,Walaha,WLH,1,-15.4119997025,167.690994263
Gaua Island Airport,Gaua Island,ZGU,3,-14.218099594099998,167.587005615
Fukue Airport,Fukue,FUJ,4,32.66630172729492,128.83299255371094
Hachijojima Airport,Hachijojima,HAC,1,33.1150016785,139.785995483
Iki Airport,Iki,IKI,2,33.7490005493,129.785003662
Iwami Airport,Iwami,IWJ,1,34.676399231,131.789993286
Iwakuni Marine Corps Air Station,Iwakuni,IWK,1,34.143902000000004,132.23599199999998
Monbetsu Airport,Monbetsu,MBE,1,44.303901672399995,143.404006958
Noto Airport,Wajima,NTQ,1,37.2930984497,136.962005615
Oshima Airport,Oshima,OIM,1,34.7820014954,139.36000061
Odate Noshiro Airport,Odate Noshiro,ONJ,1,40.1918983459,140.371002197
Nakashibetsu Airport,Nakashibetsu,SHB,2,43.5774993896,144.960006714
Shonai Airport,Shonai,SYO,1,38.81219863889999,139.787002563
Tsushima Airport,Tsushima,TSJ,3,34.2849006653,129.33099365200002
Tottori Airport,Tottori,TTJ,1,35.530101776100004,134.167007446
Wakkanai Airport,Wakkanai,WKJ,2,45.4042015076,141.80099487299998
Caçador Airport,Cacador,CFC,2,-26.78840065,-50.9398002625
Erechim Airport,Erechim,ERM,2,-27.66189956665039,-52.2682991027832
Santo Ângelo Airport,Santo Angelo,GEL,2,-28.2817,-54.169102
Tancredo Thomas de Faria Airport,Guarapuava,GPB,1,-25.3875007629,-51.520198822
Santa Terezinha Airport,Joacaba,JCB,3,-27.1714000702,-51.5532989502
Santa Rosa Airport,Santa Rosa,SRA,1,-27.9067,-54.520401
Rubem Berta Airport,Uruguaiana,URG,1,-29.782199859600002,-57.0382003784
Atlantic City International Airport,Atlantic City,ACY,10,39.45759963989258,-74.57720184326172
Arnold Palmer Regional Airport,Latrobe,LBE,3,40.27590179,-79.40480042
Sukkur Airport,Sukkur,SKZ,6,27.72200012207031,68.79170227050781
La Gomera Airport,La Gomera,GMZ,1,28.029600143432614,-17.214599609375
Hierro Airport,Hierro,VDE,3,27.814800262451172,-17.887100219726562
Kumejima Airport,Kumejima,UEO,1,26.36350059509277,126.71399688720705
Akureyri Airport,Akureyri,AEY,1,65.66000366210939,-18.07270050048828
Egilsstaðir Airport,Egilsstadir,EGS,1,65.28330230712889,-14.401399612426758
Ísafjörður Airport,Isafjordur,IFJ,1,66.05809783935547,-23.13529968261719
Reykjavik Airport,Reykjavik,RKV,5,64.1299972534,-21.9405994415
Albany Airport,Albany,ALH,3,-34.94329833984375,117.80899810791016
Woodbourne Airport,Woodbourne,BHE,3,-41.5182991027832,173.8699951171875
Busselton Regional Airport,Brusselton,BQB,3,-33.688423156700004,115.40159606899999
Cloncurry Airport,Cloncurry,CNJ,5,-20.6686000824,140.503997803
RAAF Base Curtin,Derby,DCN,2,-17.5813999176,123.82800293
Esperance Airport,Esperance,EPR,3,-33.684399,121.822998
Geraldton Airport,Geraldton,GET,3,-28.796101,114.707001
Gisborne Airport,Gisborne,GIS,2,-38.66329956054688,177.97799682617188
Hokitika Airfield,Hokitika,HKK,1,-42.713600158691406,170.98500061035156
Hamilton International Airport,Hamilton,HLZ,4,-37.8666992188,175.332000732
Niue International Airport,Alofi,IUE,1,-19.079030990600586,-169.92559814453125
Invercargill Airport,Invercargill,IVC,2,-46.41239929199219,168.31300354003906
Kaitaia Airport,Kaitaia,KAT,1,-35.06999969482422,173.28500366210938
Kalgoorlie Boulder Airport,Kalgoorlie,KGI,5,-30.7894001007,121.461997986
Kerikeri Airport,Kerikeri,KKE,1,-35.26279830932617,173.91200256347656
Kununurra Airport,Kununurra,KNX,8,-15.7781000137,128.707992554
Learmonth Airport,Learmonth,LEA,3,-22.2355995178,114.08899688700001
Norfolk Island International Airport,Norfolk Island,NLK,3,-29.04159927368164,167.93899536132812
Hawke's Bay Airport,NAPIER,NPE,3,-39.465801,176.869995
New Plymouth Airport,New Plymouth,NPL,3,-39.00859832763672,174.1790008544922
Nelson Airport,Nelson,NSN,4,-41.298301696777344,173.2209930419922
Paraburdoo Airport,Paraburdoo,PBO,3,-23.171100616500002,117.745002747
Palmerston North Airport,Palmerston North,PMR,5,-40.32059860229492,175.61700439453125
Paraparaumu Airport,Paraparaumu,PPQ,2,-40.904701232910156,174.98899841308594
Port Macquarie Airport,Port Macquarie,PQQ,6,-31.435800552399996,152.863006592
Rotorua Regional Airport,Rotorua,ROT,3,-38.10919952392578,176.31700134277344
Ravensthorpe Airport,Ravensthorpe,RVT,2,-33.7971992493,120.208000183
Timaru Airport,Timaru,TIU,1,-44.30279922485352,171.22500610351562
Tauranga Airport,Tauranga,TRG,3,-37.67190170288086,176.1959991455078
Taupo Airport,Taupo,TUO,2,-38.73970031738281,176.08399963378906
Wanganui Airport,Wanganui,WAG,1,-39.96220016479492,175.02499389648438
Whakatane Airport,Whakatane,WHK,1,-37.92060089111328,176.91400146484375
Whangarei Airport,Whangarei,WRE,2,-35.7682991027832,174.36500549316406
Westport Airport,Westport,WSZ,1,-41.73809814453125,171.58099365234375
Sunyani Airport,Sunyani,NYI,1,7.361830234527588,-2.3287599086761475
Takoradi Airport,Takoradi,TKD,2,4.896059989929199,-1.7747600078582764
Juana Azurduy De Padilla Airport,Sucre,SRE,6,-19.007099151611328,-65.2886962890625
Karlovy Vary International Airport,Karlovy Vary,KLV,5,50.20299911499024,12.914999961853027
Bolshoye Savino Airport,Perm,PEE,6,57.914501190186,56.021198272705
Nauru International Airport,Nauru,INU,3,-0.547458,166.919006
Marshall Islands International Airport,Majuro,MAJ,4,7.064760208129883,171.27200317382812
Dnipropetrovsk International Airport,Dnepropetrovsk,DNK,14,48.357200622558594,35.100601196289055
Bol Airport,Brac,BWK,1,43.28570175170898,16.67970085144043
El Tehuelche Airport,Puerto Madryn,PMY,1,-42.7592,-65.1027
Chipata Airport,Chipata,CIP,1,-13.558300018310547,32.58720016479492
Kasama Airport,Kasama,KAA,1,-10.216699600219727,31.13330078125
Mfuwe Airport,Mfuwe,MFU,1,-13.258899688720705,31.93659973144531
Mansa Airport,Mansa,MNS,1,-11.13700008392334,28.872600555419922
Cincinnati Municipal Airport Lunken Field,Cincinnati,LUK,3,39.10329819,-84.41860199
Manistee Co Blacker Airport,Manistee,MBL,1,44.2723999,-86.24690247
Morristown Municipal Airport,Morristown,MMU,2,40.799400329589844,-74.41490173339844
La Laguna Airport,Guanaja,GJA,1,16.4454,-85.906601
Havre St Pierre Airport,Havre-Saint-Pierre,YGV,3,50.281898498535156,-63.61140060424805
Montréal / Saint-Hubert Airport,Montreal,YHU,4,45.5175018311,-73.4169006348
Bonaventure Airport,Bonaventure,YVB,3,48.07109832763672,-65.46029663085939
St. Anthony Airport,St. Anthony,YAY,3,51.391899108900006,-56.083099365200006
Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,YBX,3,51.4435997009,-57.1852989197
Charlo Airport,Charlo,YCL,2,47.990798999999996,-66.330299
Nain Airport,Nain,YDP,4,56.54919815063477,-61.68030166625977
Hopedale Airport,Hopedale,YHO,4,55.44829940795898,-60.228599548339844
Stephenville Airport,Stephenville,YJT,1,48.5442008972168,-58.54999923706055
Makkovik Airport,Makkovik,YMN,4,55.07690048217773,-59.1864013671875
Natuashish Airport,Natuashish,YNP,4,55.913897999999996,-61.184399
Postville Airport,Postville,YSO,4,54.9105,-59.78507
Churchill Falls Airport,Churchill Falls,ZUM,2,53.5619010925293,-64.10639953613281
Kayseri Erkilet Airport,Kayseri,ASR,7,38.770401000999996,35.4953994751
Batman Airport,Batman,BAL,3,37.929000854499996,41.1166000366
Çardak Airport,Denizli,DNZ,2,37.7855987549,29.701299667399997
Balıkesir Körfez Airport,Balikesir Korfez,EDO,1,39.554599761999995,27.013799667399997
Erzincan Airport,Erzincan,ERC,3,39.7102012634,39.5270004272
Hatay Airport,Hatay,HTY,9,36.36277771,36.282222747800006
Kahramanmaraş Airport,Kahramanmaras,KCM,3,37.5388259888,36.9535217285
Konya Airport,Konya,KYA,3,37.979,32.561901
Mardin Airport,Mardin,MQM,5,37.223300933800004,40.6316986084
Muş Airport,Mus,MSR,3,38.74779891967773,41.66120147705078
Amasya Merzifon Airport,Merzifon,MZH,2,40.829399,35.521999
Nevşehir Kapadokya Airport,Nevsehir,NAV,2,38.7719,34.5345
Van Ferit Melen Airport,Van,VAN,5,38.46820068359375,43.332298278808594
Sivas Nuri Demirağ Airport,Sivas,VAS,4,39.813801,36.9035
Lampang Airport,Lampang,LPT,1,18.27090072631836,99.50420379638672
Trat Airport,Trat,TDX,1,12.274600029,102.319000244
Sukhothai Airport,Sukhothai,THS,1,17.238000869750973,99.81819915771484
U-Tapao International Airport,Pattaya,UTP,2,12.67990016937256,101.00499725341795
Chokurdakh Airport,Chokurdah,CKH,2,70.62310028076172,147.90199279785156
Cherskiy Airport,Cherskiy,CYX,2,68.7406005859375,161.33799743652344
Tiksi Airport,Tiksi,IKS,2,71.69770050048801,128.90299987793
Moma Airport,Honuu,MQJ,2,66.450861,143.261551
Chulman Airport,Neryungri,NER,5,56.913898468018,124.91400146484
Sakkyryr Airport,Batagay-Alyta,SUK,1,67.792,130.394
St Pierre Airport,St.-pierre,FSP,3,46.762901306152344,-56.17309951782226
Chitral Airport,Chitral,CJL,2,35.88660049438477,71.80059814453125
Dalbandin Airport,Dalbandin,DBA,1,28.8782997131,64.3998031616
Dera Ghazi Khan Airport,Dera Ghazi Khan,DEA,2,29.961000442504886,70.48590087890625
Dera Ismael Khan Airport,Dera Ismael Khan,DSK,2,31.90940093994141,70.89659881591797
Gilgit Airport,Gilgit,GIL,1,35.918800354003906,74.33360290527344
Gwadar International Airport,Gwadar,GWD,3,25.23329925537109,62.32949829101562
Skardu Airport,Skardu,KDU,1,35.33549880981445,75.53600311279297
Moenjodaro Airport,Moenjodaro,MJD,2,27.3351993560791,68.14309692382811
Panjgur Airport,Panjgur,PJG,1,26.954500198364254,64.13249969482422
Zhob Airport,Zhob,PZH,2,31.358400344848636,69.46360015869139
Shaikh Zaid Airport,Rahim Yar Khan,RYK,3,28.383899688720703,70.27960205078125
Turbat International Airport,Turbat,TUK,6,25.98640060424805,63.03020095825195
Arthur's Town Airport,Arthur's Town,ATC,3,24.6294,-75.673797
Deadman's Cay Airport,Dead Man's Cay,LGI,2,23.179000854499996,-75.09359741210002
Rum Cay Airport,Port Nelson,RCY,1,23.68440055847168,-74.83619689941406
Rock Sound Airport,Rock Sound,RSD,2,24.8950787333,-76.1768817902
Stella Maris Airport,Stella Maris,SML,2,23.582317,-75.268621
New Bight Airport,Cat Island,TBI,3,24.3153,-75.452301
Calbayog Airport,Calbayog City,CYP,1,12.072699546813965,124.54499816894531
Jolo Airport,Jolo,JOL,1,6.0536699295043945,121.01100158691406
Moises R. Espinosa Airport,Masbate,MBT,1,12.369682000000001,123.630095
Ivano-Frankivsk International Airport,Ivano-Frankivsk,IFO,2,48.88420104980469,24.68610000610352
Arusha Airport,Arusha,ARK,1,-3.3677899837493896,36.63330078125
Bukoba Airport,Bukoba,BKZ,1,-1.3319999999999999,31.8212
Songwe Airport,Mbeya,MBI,1,-8.919942,33.273981
Mtwara Airport,Mtwara,MYW,1,-10.339099884033203,40.181800842285156
Bulolo Airport,Bulolo,BUL,1,-7.216286671410002,146.649541855
Chimbu Airport,Kundiawa,CMU,1,-6.024290084838867,144.9709930419922
Mendi Airport,Mendi,MDU,1,-6.14774,143.656998
Vanimo Airport,Vanimo,VAI,3,-2.6926,141.3028
Wapenamanda Airport,Wapenamanda,WBM,1,-5.64330005645752,143.89500427246094
Dharavandhoo Airport,DHARAVANDHOO,DRV,2,5.1561,73.1302
Gan International Airport,Gan Island,GAN,3,-0.693342,73.155602
Kooddoo Airport,Kooddoo,GKK,2,0.7324,73.4336
Hanimaadhoo Airport,Haa Dhaalu Atoll,HAQ,2,6.744229793548584,73.17050170898438
Kaadedhdhoo Airport,Kaadedhdhoo,KDM,2,0.4881309866905213,72.99690246582031
Kadhdhoo Airport,Laamu Atoll,KDO,2,1.8591699600219729,73.52189636230469
Tok Junction Airport,Tok,TKJ,1,63.32949829,-142.9539948
Northern Peninsula Airport,Amberley,ABM,1,-10.9508,142.459
Aurukun Airport,Aurukun,AUU,2,-13.354067,141.72065
Bedourie Airport,Bedourie,BEU,2,-24.346099853515625,139.46000671386722
Boulia Airport,Boulia,BQL,2,-22.913299560546875,139.89999389648438
Burketown Airport,Burketown,BUC,2,-17.748600006103516,139.53399658203122
Birdsville Airport,Birdsville,BVI,2,-25.897499084472656,139.34800720214844
Cunnamulla Airport,Cunnamulla,CMA,2,-28.03000068664551,145.6219940185547
Charleville Airport,Charlieville,CTL,4,-26.4132995605,146.261993408
Coen Airport,Coen,CUQ,1,-13.761133,143.113311
Doomadgee Airport,Doomadgee,DMD,3,-17.9403,138.82200600000002
Pormpuraaw Airport,Pormpuraaw,EDR,2,-14.896451,141.60908
Lockhart River Airport,Lockhart River,IRG,2,-12.7869,143.304993
Mount Isa Airport,Mount Isa,ISA,13,-20.6639003754,139.488998413
Kowanyama Airport,Kowanyama,KWM,2,-15.485600471496582,141.75100708007812
Normanton Airport,Normanton,NTN,2,-17.684089999999998,141.069664
Mornington Island Airport,Mornington Island,ONG,3,-16.662500381469727,139.17799377441406
Roma Airport,Roma,RMA,3,-26.545000076300006,148.774993896
St George Airport,St George,SGO,2,-28.049699783325195,148.59500122070312
Toowoomba Airport,Toowoomba,TWB,4,-27.542801,151.916
Quilpie Airport,Quilpie,ULP,2,-26.612199783325195,144.2530059814453
Weipa Airport,Weipa,WEI,2,-12.6786003113,141.925003052
Windorah Airport,Windorah,WNR,2,-25.41309928894043,142.66700744628906
Thargomindah Airport,Thargomindah,XTG,1,-27.98640060424805,143.81100463867188
St Augustin Airport,St-Augustin,YIF,4,51.2117004395,-58.6582984924
Natashquan Airport,Natashquan,YNA,6,50.18999862670898,-61.78919982910156
Port Menier Airport,Port Menier,YPN,2,49.83639907836914,-64.28859710693361
La Romaine Airport,La Romaine,ZGS,6,50.259701,-60.679401
Sirri Island Airport,Siri Island,SXI,1,25.908899307250977,54.53939819335938
Garoua International Airport,Garoua,GOU,2,9.33588981628418,13.370100021362305
Salak Airport,Maroua,MVR,1,10.45139980316162,14.257399559020994
N'Gaoundéré Airport,N'gaoundere,NGE,1,7.357009887695312,13.559200286865234
Albury Airport,Albury,ABX,4,-36.06779861450195,146.95799255371094
Armidale Airport,Armidale,ARM,2,-30.5280990601,151.617004395
Barcaldine Airport,Barcaldine,BCI,1,-23.565299987800003,145.307006836
Bundaberg Airport,Bundaberg,BDB,2,-24.9039001465,152.319000244
Blackall Airport,Blackall,BKQ,1,-24.427799224900003,145.429000854
Broome International Airport,Broome,BME,12,-17.944700241088867,122.23200225830078
Coffs Harbour Airport,Coff's Harbour,CFS,4,-30.320600509600002,153.115997314
Dubbo City Regional Airport,Dubbo,DBO,3,-32.2167015076,148.574996948
Devonport Airport,Devonport,DPO,1,-41.169700622600004,146.429992676
Emerald Airport,Emerald,EMD,2,-23.5674991608,148.179000854
Gladstone Airport,Gladstone,GLT,4,-23.869699,151.223007
Gove Airport,Gove,GOV,4,-12.269399642899998,136.817993164
Horn Island Airport,Horn Island,HID,1,-10.586400032,142.289993286
Hervey Bay Airport,Hervey Bay,HVB,2,-25.3188991547,152.880004883
Karratha Airport,Karratha,KTA,7,-20.712200164799995,116.773002625
Lord Howe Island Airport,Lord Howe Island,LDH,3,-31.5382995605,159.07699585
Longreach Airport,Longreach,LRE,2,-23.4342002869,144.279998779
Moranbah Airport,Moranbah,MOV,3,-22.057800293000003,148.07699585
Mildura Airport,Mildura,MQL,6,-34.229198455799995,142.085998535
Moree Airport,Moree,MRZ,1,-29.4988994598,149.845001221
Olympic Dam Airport,Olympic Dam,OLP,1,-30.4850006104,136.876998901
Port Hedland International Airport,Port Hedland,PHE,8,-20.3777999878,118.625999451
Port Lincoln Airport,Port Lincoln,PLO,2,-34.6053009033,135.880004883
Tamworth Airport,Tamworth,TMW,1,-31.0839004517,150.847000122
Wagga Wagga City Airport,Wagga Wagga,WGA,3,-35.1652984619,147.46600341799999
Newman Airport,Newman,ZNE,2,-23.417800903299998,119.803001404
Mayor Buenaventura Vivas International Airport,Santo Domingo,STD,4,7.56538,-72.035103
Juan Pablo Pérez Alfonso Airport,El Vigía,VIG,3,8.624139,-71.672668
Ban Huoeisay Airport,Huay Xai,HOE,1,20.2572994232,100.43699646
Luang Namtha Airport,Luang Namtha,LXG,1,20.966998999999998,101.400002
Oudomsay Airport,Muang Xay,ODY,1,20.68269920349121,101.99400329589844
Pakse International Airport,Pakse,PKZ,5,15.132100105285645,105.78099822998048
Xieng Khouang Airport,Phon Savan,XKH,1,19.450001,103.157997
Savannakhet Airport,Savannakhet,ZVK,3,16.55660057067871,104.76000213623048
Orsk Airport,Orsk,OSW,1,51.0724983215332,58.59560012817383
Ugolny Airport,Anadyr,DYR,2,64.734902,177.740997
Nogliki Airport,Nogliki,NGK,1,51.780102,143.13900800000002
Pevek Airport,Pevek,PWE,1,69.783302307129,170.59700012207
Federico Fellini International Airport,Rimini,RMI,3,44.020302,12.6117
Maturín Airport,Maturin,MUN,4,9.75452995300293,-63.14739990234375
Vagar Airport,Vagar,FAE,4,62.0635986328125,-7.277219772338867
Bateen Airport,Abu Dhabi,AZI,4,24.428300857543945,54.45809936523438
Fujairah International Airport,Fujeirah,FJR,1,25.112199783325195,56.32400131225586
Sir Bani Yas Airport,Sir Bani Yas Island,XSB,2,24.283610999999997,52.580278
Aqaba King Hussein International Airport,Aqaba,AQJ,2,29.61160087585449,35.01810073852539
Mosul International Airport,Mosul,OSM,3,36.305801,43.1474
Horta Airport,Horta,HOR,6,38.51990127563477,-28.715900421142575
Pico Airport,Pico,PIX,4,38.554297999999996,-28.441299
Santa Maria Airport,Santa Maria (island),SMA,3,36.97140121459961,-25.17060089111328
Lajes Airport,Lajes (terceira Island),TER,10,38.761798999999996,-27.090799
Conceição do Araguaia Airport,Conceicao Do Araguaia,CDJ,1,-8.348349571228027,-49.30149841308594
Gurupi Airport,Gurupi,GRP,1,-11.73960018157959,-49.13219833374024
Minaçu Airport,Minacu,MQH,1,-13.5491,-48.195301
Ourilândia do Norte Airport,Ourilandia do Norte,OIA,1,-6.763100147250001,-51.0499000549
Redenção Airport,Redencao,RDC,1,-8.033289909362793,-49.97990036010742
Santa Terezinha Airport,Santa Terezinha,STZ,1,-10.4647216796875,-50.51861190795898
São Félix do Araguaia Airport,Sao Felix do Araguaia,SXO,1,-11.632399559020994,-50.68960189819336
São Félix do Xingu Airport,Sao Felix do Xingu,SXX,1,-6.6413,-51.9523
Anapa Vityazevo Airport,Anapa,AAQ,3,45.002101898193,37.347301483154
Barnaul Airport,Barnaul,BAX,3,53.36380004882813,83.53849792480469
Kemerovo Airport,Kemorovo,KEJ,3,55.27009963989258,86.1072006225586
Spichenkovo Airport,Novokuznetsk,NOZ,2,53.811401000000004,86.877197
Norilsk-Alykel Airport,Norilsk,NSK,15,69.31109619140625,87.33219909667969
Beslan Airport,Beslan,OGZ,1,43.2051010132,44.606601715100005
Yelizovo Airport,Petropavlovsk,PKC,6,53.16790008544922,158.45399475097656
Gorno-Altaysk Airport,Gorno-Altaysk,RGK,1,51.9667015076,85.8332977295
Simferopol International Airport,Simferopol,SIP,7,45.05220031738281,33.975101470947266
Stavropol Shpakovskoye Airport,Stavropol,STW,4,45.10919952392578,42.11280059814453
Bogashevo Airport,Tomsk,TOF,5,56.380298614502,85.208297729492
Beira Airport,Beira,BEW,7,-19.79640007019043,34.90760040283203
Joshua Mqabuko Nkomo International Airport,Bulawayo,BUQ,4,-20.017401,28.617901
Hoedspruit Air Force Base Airport,Hoedspruit,HDS,2,-24.3686008453,31.048700332600003
Kimberley Airport,Kimberley,KIM,2,-28.802799224900003,24.765199661300002
Kruger Mpumalanga International Airport,Mpumalanga,MQP,4,-25.383199691799998,31.105600357100002
Moshoeshoe I International Airport,Maseru,MSU,1,-29.462299346923828,27.552499771118164
Matsapha Airport,Manzini,MTS,1,-26.52899932861328,31.3075008392334
Hendrik Van Eck Airport,Phalaborwa,PHW,1,-23.9372005463,31.1553993225
Polokwane International Airport,Potgietersrus,PTG,1,-23.845269000000002,29.458615
Pietermaritzburg Airport,Pietermaritzburg,PZB,1,-29.6490001678,30.3987007141
Richards Bay Airport,Richard's Bay,RCB,1,-28.740999221800003,32.0920982361
Chingozi Airport,Tete,TET,7,-16.104799270629886,33.64020156860352
Pierre Van Ryneveld Airport,Upington,UTN,2,-28.39909935,21.260200500499998
K. D. Matanzima Airport,Umtata,UTT,1,-31.5463631849,28.6733551025
Vilankulo Airport,Vilankulu,VNX,4,-22.018400192260746,35.31330108642578
Walvis Bay Airport,Walvis Bay,WVB,3,-22.9799,14.6453
Pointe Vele Airport,Futuna Island,FUT,1,-14.3114004135,-178.065994263
Hihifo Airport,Wallis,WLS,3,-13.238300323499999,-176.19900512700002
Hubli Airport,Hubli,HBX,2,15.361700058,75.08489990230001
Belgaum Airport,Belgaum,IXG,1,15.8592996597,74.6183013916
Mysore Airport,Mysore,MYQ,1,12.23,76.655833
Wynyard Airport,Burnie,BWT,3,-40.9989013671875,145.7310028076172
Flinders Island Airport,Flinders Island,FLS,1,-40.0917015076,147.992996216
King Island Airport,King Island,KNS,2,-39.87749862670898,143.8780059814453
Melbourne Essendon Airport,Melbourne,MEB,1,-37.7281,144.901993
Portland Airport,Portland,PTJ,1,-38.31809997558594,141.4709930419922
Port Augusta Airport,Argyle,PUG,1,-32.50690078735352,137.71699523925778
Corvo Airport,Corvo,CVU,2,39.671501,-31.1136
Flores Airport,Flores,FLW,4,39.455299377441406,-31.13139915466309
Graciosa Airport,Graciosa Island,GRW,1,39.092201232910156,-28.029800415039066
São Jorge Airport,Sao Jorge Island,SJZ,2,38.66550064086914,-28.175800323486328
Augsburg Airport,Augsburg,AGB,1,48.425278000000006,10.931667
Hawarden Airport,Hawarden,CEG,2,53.1781005859375,-2.977780103683472
Erfurt Airport,Erfurt,ERF,6,50.97980117797852,10.958100318908693
Kassel-Calden Airport,Kassel,KSF,2,51.417273,9.384967
Zonguldak Airport,Zonguldak,ONQ,2,41.506401061999995,32.0886001587
Hamburg-Finkenwerder Airport,Hamburg,XFW,1,53.5352783203125,9.835556030273438
Gelendzhik Airport,Gelendzhik,GDZ,1,44.582092629499996,38.0124807358
